epoch,train_loss,train_data,train_axiom,valid_loss,valid_data,valid_axiom,sat_score
52,97.18047841389973,97.18047841389973,0.011675602859920926,139.06239573160806,139.06239573160806,0.019676407178243,0.980323592821757
53,87.8998646206326,87.8998646206326,0.014216151502397325,132.02388509114584,132.02388509114584,0.024642447630564373,0.9753575523694357
54,81.7604514227973,81.7604514227973,0.016083730591668025,136.7848154703776,136.7848154703776,0.02742248773574829,0.9725775122642517
55,89.78860897488065,89.78860897488065,0.020686864852905273,136.93045043945312,136.93045043945312,0.028291126092274983,0.971708873907725
56,98.7293192545573,98.7293192545573,0.023918986320495605,125.22817738850911,125.22817738850911,0.04143434762954712,0.9585656523704529
57,78.977966732449,78.977966732449,0.022731178336673312,125.71112569173177,125.71112569173177,0.05103254318237305,0.948967456817627
58,71.64625210232205,71.64625210232205,0.027533153692881267,126.49924723307292,126.49924723307292,0.052537759145100914,0.947462240854899
59,76.75604036119249,76.75604036119249,0.02597914801703559,121.57435862223308,121.57435862223308,0.05463967720667521,0.9453603227933248
60,72.89701843261719,72.89701843261719,0.0323792298634847,122.22535959879558,122.22535959879558,0.05586347977320353,0.9441365202267965
61,73.68758392333984,73.68758392333984,0.027729352315266926,130.2230453491211,130.2230453491211,0.06302918990453084,0.9369708100954691
62,64.29579755995009,64.29579755995009,0.03248806132210626,130.44837697347006,130.44837697347006,0.05530510346094767,0.9446948965390524
63,64.89446343315973,64.89446343315973,0.03188751141230265,121.64119720458984,121.64119720458984,0.06592720746994019,0.9340727925300598
64,60.609951443142364,60.609951443142364,0.03241958883073595,127.8864262898763,127.8864262898763,0.06574954589207967,0.9342504541079203
65,66.2896974351671,66.2896974351671,0.035193933380974665,122.29455057779948,122.29455057779948,0.060280958811442055,0.939719041188558
66,71.06115002102322,71.06115002102322,0.03324657678604126,124.63646443684895,124.63646443684895,0.06524376074473064,0.9347562392552694
67,61.83827548556857,61.83827548556857,0.038843519157833524,121.90916188557942,121.90916188557942,0.05975572268168131,0.9402442773183187
68,65.76499684651692,65.76499684651692,0.037729991806877985,116.37984720865886,116.37984720865886,0.06324609120686848,0.9367539087931315
69,51.967319912380646,51.967319912380646,0.03890538215637207,119.49934641520183,119.49934641520183,0.06523933013280232,0.9347606698671976
70,60.97307035658095,60.97307035658095,0.03841855128606161,121.90404256184895,121.90404256184895,0.0673166314760844,0.9326833685239156
71,63.84060584174262,63.84060584174262,0.03890255424711439,120.15419260660808,120.15419260660808,0.06691128015518188,0.9330887198448181
72,62.305973052978516,62.305973052978516,0.03353181812498304,122.31953938802083,122.31953938802083,0.0664494236310323,0.9335505763689677
73,56.75152079264323,56.75152079264323,0.037684983677334256,124.02594248453777,124.02594248453777,0.06766345103581746,0.9323365489641825
74,54.937984466552734,54.937984466552734,0.03675264120101929,119.01632690429688,119.01632690429688,0.06830247243245442,0.9316975275675455
75,62.40437698364258,62.40437698364258,0.035995046297709145,125.81022135416667,125.81022135416667,0.0649336576461792,0.9350663423538208
76,57.007612228393555,57.007612228393555,0.037597715854644775,117.74311065673828,117.74311065673828,0.06824992100397746,0.9317500789960226
77,46.01756117078993,46.01756117078993,0.034741070535447865,119.28244272867839,119.28244272867839,0.06718337535858154,0.9328166246414185
78,45.654810163709854,45.654810163709854,0.03921443223953247,117.74538167317708,117.74538167317708,0.06772480408350627,0.9322751959164938
79,49.720011393229164,49.720011393229164,0.038296242554982506,114.77271779378255,114.77271779378255,0.06708208719889323,0.9329179128011068
80,46.771608140733505,46.771608140733505,0.037588662571377225,116.39832560221355,116.39832560221355,0.06834681828816731,0.9316531817118326
81,39.90825907389323,39.90825907389323,0.041887753539615206,126.63877614339192,126.63877614339192,0.0672986110051473,0.9327013889948527
82,57.08035108778212,57.08035108778212,0.037189781665802,125.3875223795573,125.3875223795573,0.06673884391784668,0.9332611560821533
83,47.549050860934784,47.549050860934784,0.03991393910513984,124.39725494384766,124.39725494384766,0.0681053598721822,0.9318946401278178
84,45.30490303039551,45.30490303039551,0.03915434413486057,118.88535563151042,118.88535563151042,0.06907051801681519,0.9309294819831848
85,41.238563749525284,41.238563749525284,0.037702600161234535,124.77894083658855,124.77894083658855,0.06821652253468831,0.9317834774653116
86,42.59917640686035,42.59917640686035,0.04096054368548923,120.48870340983073,120.48870340983073,0.0663112998008728,0.9336887001991272
87,44.32450167338053,44.32450167338053,0.039061394002702504,124.07901509602864,124.07901509602864,0.06429894765218098,0.935701052347819
88,46.95374891493056,46.95374891493056,0.039076387882232666,122.72082265218098,122.72082265218098,0.06545368830362956,0.9345463116963705
89,35.05228233337402,35.05228233337402,0.04337107472949558,121.54048156738281,121.54048156738281,0.06751741965611775,0.9324825803438822
90,41.289896435207794,41.289896435207794,0.038748482863108315,118.67708079020183,118.67708079020183,0.06933397054672241,0.9306660294532776
91,41.53436258104112,41.53436258104112,0.042401009135776095,121.96434783935547,121.96434783935547,0.07249222199122111,0.9275077780087789
92,48.27900971306695,48.27900971306695,0.04397579034169515,124.64442952473958,124.64442952473958,0.06834942102432251,0.9316505789756775
93,42.53075705634223,42.53075705634223,0.03714295228322347,122.52254486083984,122.52254486083984,0.06479400396347046,0.9352059960365295
94,39.21014743381076,39.21014743381076,0.04155418607923719,118.88522847493489,118.88522847493489,0.06699927647908528,0.9330007235209147
95,32.480147467719185,32.480147467719185,0.04170988003412882,115.77164204915364,115.77164204915364,0.06847222646077473,0.9315277735392252
96,44.76011403401693,44.76011403401693,0.04418777757220798,118.12980397542317,118.12980397542317,0.06804229815800984,0.9319577018419901
97,40.79006428188748,40.79006428188748,0.04250168138080173,110.41493225097656,110.41493225097656,0.06933057308197021,0.9306694269180298
98,44.98141733805338,44.98141733805338,0.039248645305633545,113.72414652506511,113.72414652506511,0.068367600440979,0.931632399559021
99,33.90846485561795,33.90846485561795,0.04047181208928426,117.11672973632812,117.11672973632812,0.06550671656926473,0.9344932834307352
100,40.36820072597928,40.36820072597928,0.043098787466684975,117.3897933959961,117.3897933959961,0.06554285685221355,0.9344571431477865
101,44.37723965115018,44.37723965115018,0.04216298129823473,119.473388671875,119.473388671875,0.06674283742904663,0.9332571625709534
102,44.976947996351456,44.976947996351456,0.04224837488598294,115.44868977864583,115.44868977864583,0.06815711657206218,0.9318428834279379
103,39.45516226026747,39.45516226026747,0.036123540666368276,118.3786137898763,118.3786137898763,0.06739612420399983,0.9326038757960001
104,45.564169777764214,45.564169777764214,0.040612472428215876,121.23181915283203,121.23181915283203,0.06382819016774495,0.936171809832255
105,42.380771001180015,42.380771001180015,0.037066638469696045,121.77572377522786,121.77572377522786,0.06202191114425659,0.9379780888557434
106,32.61739370557997,32.61739370557997,0.041272481282552086,118.97323354085286,118.97323354085286,0.06471085548400879,0.9352891445159912
107,43.63233968946669,43.63233968946669,0.03930068016052246,116.58135986328125,116.58135986328125,0.06818779309590657,0.9318122069040934
108,37.49778620402018,37.49778620402018,0.03973409202363756,117.77518717447917,117.77518717447917,0.06673512856165568,0.9332648714383444
109,34.94683710734049,34.94683710734049,0.044330345259772405,117.85629781087239,117.85629781087239,0.06625741720199585,0.9337425827980042
110,36.72983021206326,36.72983021206326,0.03625291585922241,121.28682708740234,121.28682708740234,0.06662615140279134,0.9333738485972086
111,31.237088945176865,31.237088945176865,0.03943422105577257,120.75571695963542,120.75571695963542,0.06592677036921184,0.9340732296307882
112,31.144328435262043,31.144328435262043,0.03988243473900689,118.9935302734375,118.9935302734375,0.06618040800094604,0.933819591999054
113,34.76432312859429,34.76432312859429,0.0442833767996894,116.03078206380208,116.03078206380208,0.06802006562550862,0.9319799343744913
114,33.257558822631836,33.257558822631836,0.04252297348446316,119.82643381754558,119.82643381754558,0.06754483779271443,0.9324551622072855
115,34.60025427076552,34.60025427076552,0.0406525002585517,119.9095687866211,119.9095687866211,0.06670824686686198,0.9332917531331381
116,35.3164242638482,35.3164242638482,0.03991219070222643,118.5107930501302,118.5107930501302,0.0666090448697408,0.9333909551302592
117,32.609443240695526,32.609443240695526,0.04331054290135702,120.80579884847005,120.80579884847005,0.06557979186375935,0.9344202081362406
118,32.50639788309733,32.50639788309733,0.042474197016821966,116.02529907226562,116.02529907226562,0.06669920682907104,0.933300793170929
119,38.15129174126519,38.15129174126519,0.04088368680742052,115.302734375,115.302734375,0.06783529122670491,0.932164708773295
120,31.16388151380751,31.16388151380751,0.04157541195551554,114.10472106933594,114.10472106933594,0.06849157810211182,0.9315084218978882
121,39.90610588921441,39.90610588921441,0.03604567050933838,115.35470835367839,115.35470835367839,0.06739477316538493,0.9326052268346151
122,29.778944333394367,29.778944333394367,0.0442869398328993,116.06403096516927,116.06403096516927,0.06818652153015137,0.9318134784698486
123,34.362963358561196,34.362963358561196,0.040204246838887535,115.88492584228516,115.88492584228516,0.06702345609664917,0.9329765439033508
124,32.049737718370224,32.049737718370224,0.04257847203148736,117.1003646850586,117.1003646850586,0.06647066275278728,0.9335293372472128
125,35.67611100938585,35.67611100938585,0.040117614799075656,118.68619028727214,118.68619028727214,0.06624144315719604,0.933758556842804
126,31.879594379001194,31.879594379001194,0.04171304570304023,117.67415110270183,117.67415110270183,0.06533114115397136,0.9346688588460287
127,34.98727904425727,34.98727904425727,0.039965291817982994,119.78175099690755,119.78175099690755,0.06471314032872517,0.9352868596712748
128,40.83982743157281,40.83982743157281,0.04126103719075521,119.81862386067708,119.81862386067708,0.06624561548233032,0.9337543845176697
129,32.57233344184028,32.57233344184028,0.0403062105178833,119.00350697835286,119.00350697835286,0.06867202123006184,0.9313279787699381
130,38.898735258314346,38.898735258314346,0.042591479089525014,120.3810551961263,120.3810551961263,0.06698518991470337,0.9330148100852966
131,33.93215115865072,33.93215115865072,0.04125593105951945,117.43111928304036,117.43111928304036,0.06761105855305989,0.9323889414469401
132,37.20700475904677,37.20700475904677,0.041984226968553334,118.58910115559895,118.58910115559895,0.0666877031326294,0.9333122968673706
133,36.76953591240777,36.76953591240777,0.04166051414277819,114.30805206298828,114.30805206298828,0.06930291652679443,0.9306970834732056
134,28.109692679511177,28.109692679511177,0.038807193438212075,116.13076273600261,116.13076273600261,0.06652633349100749,0.9334736665089926
135,31.737919065687393,31.737919065687393,0.042282813125186496,118.20115152994792,118.20115152994792,0.0673036773999532,0.9326963226000468
136,37.98509152730306,37.98509152730306,0.04246006409327189,116.5477066040039,116.5477066040039,0.06604303916295369,0.9339569608370463
137,37.86010445488824,37.86010445488824,0.04104785786734687,114.60589853922527,114.60589853922527,0.06654677788416545,0.9334532221158346
138,27.737232632107204,27.737232632107204,0.04294125901328193,118.26958465576172,118.26958465576172,0.06720662117004395,0.932793378829956
139,30.832050323486328,30.832050323486328,0.041703754001193576,115.06497192382812,115.06497192382812,0.06584292650222778,0.9341570734977722
140,32.76019202338325,32.76019202338325,0.04180246591567993,119.8114751180013,119.8114751180013,0.06448135773340861,0.9355186422665914
141,33.09080272250705,33.09080272250705,0.041402955849965416,117.02899169921875,117.02899169921875,0.06503905852635701,0.934960941473643
142,34.3049127790663,34.3049127790663,0.03835867510901557,116.80175526936848,116.80175526936848,0.065166175365448,0.934833824634552
143,35.91994603474935,35.91994603474935,0.043575439188215465,117.55928293863933,117.55928293863933,0.065471351146698,0.934528648853302
144,31.230444590250652,31.230444590250652,0.043536490864223905,116.8779067993164,116.8779067993164,0.06725056966145833,0.9327494303385416
145,30.22826385498047,30.22826385498047,0.041895396179623075,117.2027104695638,117.2027104695638,0.06639891862869263,0.9336010813713074
146,32.41623857286241,32.41623857286241,0.03654119041230944,117.99918111165364,117.99918111165364,0.06649251778920491,0.933507482210795
147,33.338630464341904,33.338630464341904,0.0431306693289015,115.75933329264323,115.75933329264323,0.06675831476847331,0.9332416852315267
