Target,LTN_R2,Base_R2,Delta_R2,LTN_MAE,Base_MAE,LTN_RMSE,Base_RMSE
Dry_Clover_g,0.6083636283874512,0.5990780591964722,0.009285569190979004,5.035940170288086,4.960837364196777,8.354279350097928,8.45273734453654
Dry_Dead_g,0.34190434217453003,0.2650905251502991,0.07681381702423096,6.8451714515686035,6.615233898162842,9.75654773441137,10.310235532036803
Dry_Green_g,0.8208504319190979,0.8037084341049194,0.017141997814178467,6.513537883758545,6.680170059204102,9.179442732773996,9.608579822917584
Dry_Total_g,0.7310301065444946,0.6998668909072876,0.03116321563720703,9.795675277709961,9.872899055480957,12.51417836033112,13.2192694379325
GDM_g,0.7572962045669556,0.7413662672042847,0.0159299373626709,7.677656173706055,7.790315628051758,10.803636390824005,11.152552742678361
