Target,MAE,RMSE,R2
Dry_Clover_g,5.437421798706055,9.640303694503904,0.47850942611694336
Dry_Dead_g,7.25670051574707,10.775932084059988,0.19720184803009033
Dry_Green_g,6.816802978515625,9.860854435357643,0.7932658195495605
Dry_Total_g,10.243245124816895,13.869559106179429,0.669611930847168
GDM_g,8.481219291687012,12.078131948372839,0.6966555118560791
