Target,MAE,RMSE,R2
Dry_Clover_g,4.960837364196777,8.45273734453654,0.5990780591964722
Dry_Dead_g,6.615233898162842,10.310235532036803,0.2650905251502991
Dry_Green_g,6.680170059204102,9.608579822917584,0.8037084341049194
Dry_Total_g,9.872899055480957,13.2192694379325,0.6998668909072876
GDM_g,7.790315628051758,11.152552742678361,0.7413662672042847
