epoch,train_loss,train_data,train_axiom,valid_loss,valid_data,valid_axiom,sat_score
45,103.37086147732205,103.36827765570746,0.00861142741309272,146.5460968017578,146.5410614013672,0.016775131225585938,0.9832248687744141
46,106.16675313313802,106.16315205891927,0.012001289261711968,142.0592498779297,142.0522893269857,0.02319560448328654,0.9768043955167135
47,105.57412380642361,105.57131406995985,0.009364220831129286,131.1573257446289,131.15069580078125,0.022102753321329754,0.9778972466786703
48,101.19721221923828,101.19340091281467,0.012706418832143148,138.2087631225586,138.20381927490234,0.0164872407913208,0.9835127592086792
49,90.95635604858398,90.95308176676433,0.010909371905856662,135.9278106689453,135.92284138997397,0.016571958859761555,0.9834280411402384
50,95.69514041476779,95.69013383653429,0.016686201095581055,124.35265858968098,124.34774525960286,0.016381025314331055,0.983618974685669
51,92.58054775661893,92.57502322726779,0.018413378132714167,125.87313334147136,125.86763509114583,0.01832781235376994,0.9816721876462301
52,93.70995161268446,93.70480177137587,0.017165170775519475,125.88960520426433,125.88230641682942,0.02431599299112956,0.9756840070088705
53,99.24804263644748,99.24189843071832,0.020484427611033123,114.97789510091145,114.96822102864583,0.032247960567474365,0.9677520394325256
54,89.38674290974934,89.38074154324002,0.020005100303226046,118.583251953125,118.57142384847005,0.039422690868377686,0.9605773091316223
55,85.31394365098741,85.30586539374457,0.026927835411495633,119.95124053955078,119.93613179524739,0.0503683884938558,0.9496316115061442
56,75.44573169284396,75.4380128648546,0.025730245643191867,117.83924865722656,117.82457224527995,0.04891733328501383,0.9510826667149862
57,88.1156734890408,88.10669369167752,0.029931386311848957,117.09991963704427,117.08415222167969,0.05256521701812744,0.9474347829818726
58,92.94616953531902,92.93781661987305,0.027839885817633733,109.82167053222656,109.80416870117188,0.05835026502609253,0.9416497349739075
59,72.68204074435764,72.67266760932074,0.03124670187632243,112.0239486694336,112.00687917073567,0.0568955143292745,0.9431044856707255
60,80.15949800279405,80.14958741929796,0.03303800688849555,115.5154291788737,115.4989751180013,0.0548392136891683,0.9451607863108317
61,74.70700878567166,74.69730673895941,0.032342705461714,112.26388041178386,112.24818166097005,0.05232576529184977,0.9476742347081503
62,75.00690841674805,74.99729410807292,0.03204370869530572,112.32995351155598,112.3136494954427,0.0543438990910848,0.9456561009089152
63,58.9834230211046,58.97338443332248,0.03346420658959283,120.88121541341145,120.86465199788411,0.05520323912302653,0.9447967608769735
64,61.88787078857422,61.877978006998696,0.03297750817404853,120.58984120686848,120.57101949055989,0.06273349126180013,0.9372665087381998
65,71.64405059814453,71.63304011027019,0.03670036792755127,116.25631968180339,116.2364018758138,0.06638473272323608,0.9336152672767639
66,61.02845806545682,61.01872634887695,0.03243915239969889,111.65441131591797,111.63643391927083,0.05991955598195394,0.940080444018046
67,67.59820048014323,67.5880372789171,0.03387706809573703,109.21773274739583,109.19996770222981,0.05921133359273275,0.9407886664072672
68,65.19284905327692,65.18317159016927,0.032257656256357826,112.55113728841145,112.5337422688802,0.05798637866973877,0.9420136213302612
69,64.03721957736545,64.02610482109918,0.037048161029815674,109.07652537027995,109.05834706624348,0.06060028076171875,0.9393997192382812
70,66.89382383558485,66.88237592909071,0.038162675168779164,107.94960530598958,107.93119557698567,0.06137357155481974,0.9386264284451803
71,65.4159401787652,65.40415996975369,0.039265169037712946,112.72401682535808,112.70564524332683,0.06124510367711385,0.9387548963228861
72,49.43236626519097,49.42012702094184,0.04079424010382758,110.87360127766927,110.85572306315105,0.05958724021911621,0.9404127597808838
73,55.05369355943468,55.04272927178277,0.03654919730292426,113.16045633951823,113.14331817626953,0.05711519718170166,0.9428848028182983
74,48.28940794203017,48.278328789605034,0.0369315677218967,113.12338256835938,113.10646565755208,0.056398749351501465,0.9436012506484985
75,51.094546212090385,51.08345625135634,0.036967972914377846,107.77027893066406,107.75276692708333,0.058366358280181885,0.9416336417198181
76,58.05775366889106,58.04761038886176,0.033811052640279136,107.30478413899739,107.28532409667969,0.06486733754475911,0.9351326624552408
77,55.70022116767036,55.68726942274306,0.043174273437923856,104.27583312988281,104.25585174560547,0.06660264730453491,0.9333973526954651
78,47.33323605855306,47.320402993096245,0.0427783727645874,103.23755391438802,103.21902211507161,0.06177220741907755,0.9382277925809225
79,46.43710242377387,46.424185858832466,0.04305424955156115,105.04561869303386,105.02819315592448,0.05808118979136149,0.9419188102086385
80,57.08511945936415,57.0734854804145,0.038780795203314886,103.35813395182292,103.33994038899739,0.06064953406651815,0.9393504659334818
81,47.89502249823676,47.88194147745768,0.04360358582602607,105.28292083740234,105.26506042480469,0.05953154961268107,0.940468450387319
82,44.96609327528212,44.95450316535102,0.038632373015085854,108.1856918334961,108.16819763183594,0.05832016468048096,0.941679835319519
83,40.67086834377713,40.658495373196075,0.04124291075600518,103.07379913330078,103.05442810058594,0.0645750363667806,0.9354249636332194
84,51.38700506422255,51.37368159823947,0.04441299703386095,100.43080139160156,100.41131846110027,0.06493957837422688,0.9350604216257731
85,44.13653204176161,44.124209298027885,0.04107601112789578,98.6569086710612,98.63871256510417,0.06065150101979574,0.9393484989802042
86,42.1296755472819,42.11605898539225,0.045389162169562444,103.83209737141927,103.81875610351562,0.04447309176127116,0.9555269082387289
87,50.13305536905924,50.12243228488498,0.03540929820802477,102.9954325358073,102.97989654541016,0.05178797245025635,0.9482120275497437
88,44.214092042711044,44.20190768771701,0.040614187717437744,104.18795776367188,104.17092641194661,0.056774417559305825,0.9432255824406942
89,49.00721804300944,48.994955698649086,0.04087340169482761,99.3059794108073,99.28816731770833,0.059372286001841225,0.9406277139981588
90,39.88892152574327,39.877254486083984,0.038889136579301625,100.58848826090495,100.56965891520183,0.06276581684748332,0.9372341831525167
91,36.64059914482964,36.62784194946289,0.042523072825537786,99.44277699788411,99.42535654703777,0.05806509653727213,0.9419349034627279
92,45.68510988023546,45.6719773610433,0.04377799563937717,100.33609771728516,100.31909688313802,0.05666879812876383,0.9433312018712362
93,42.5359141031901,42.52237531873915,0.04512994156943427,101.50668843587239,101.49058787027995,0.053672850131988525,0.9463271498680115
94,44.7785636054145,44.766856299506294,0.03902578353881836,104.5670649210612,104.5506362915039,0.05476701259613037,0.9452329874038696
95,48.660369873046875,48.64818912082248,0.040601405832502574,102.44869995117188,102.43208567301433,0.05538123846054077,0.9446187615394592
96,40.86576292249892,40.85357962714301,0.04060924053192139,97.99996948242188,97.98340352376302,0.055211822191874184,0.9447881778081259
97,39.05948109096951,39.048381593492294,0.036999894513024226,98.23179372151692,98.2148666381836,0.05643149216969808,0.9435685078303019
98,41.162874433729385,41.15070343017578,0.040569457742902965,99.51123555501302,99.4942626953125,0.056572914123535156,0.9434270858764648
99,42.3890626695421,42.377056969536675,0.04001758495966593,101.31192525227864,101.29501342773438,0.056370556354522705,0.9436294436454773
100,44.219572914971245,44.20676803588867,0.04268281327353583,100.73668670654297,100.71954854329427,0.057132065296173096,0.9428679347038269
101,36.3541071150038,36.34128994411893,0.04272368219163683,102.40863037109375,102.3917948404948,0.056127031644185386,0.9438729683558146
102,40.33238199022081,40.32015185885959,0.04076528549194336,102.06753031412761,102.05046844482422,0.056880553563435875,0.9431194464365641
103,36.39922057257758,36.38649792141385,0.042409910096062556,100.34996795654297,100.3324686686198,0.05833021799723307,0.941669782002767
104,36.3647658030192,36.35261641608344,0.040497925546434194,99.44283294677734,99.42649586995442,0.05445579687754313,0.9455442031224569
105,37.051295598347984,37.03844663831923,0.04282926850848728,103.43150583902995,103.41492716471355,0.05526127417882284,0.9447387258211771
106,42.52534315321181,42.51232126024034,0.04340826140509711,102.56237538655598,102.54622395833333,0.05383880933125814,0.9461611906687418
107,44.27636464436849,44.263641357421875,0.042408366998036705,103.52648417154948,103.51002756754558,0.05486379067103068,0.9451362093289694
108,34.61158010694716,34.59886487325033,0.04238491588168674,103.15791575113933,103.14224751790364,0.05222382148106893,0.947776178518931
109,36.00445153978136,35.99234580993652,0.04035178820292155,101.6123758951823,101.59714253743489,0.050782998402913414,0.9492170015970866
110,39.0005980597602,38.98880852593316,0.039296905199686684,104.05491129557292,104.04004160563152,0.04956247409184774,0.9504375259081522
111,37.6612171596951,37.649733013576935,0.038280487060546875,104.46897888183594,104.4544677734375,0.04837814966837565,0.9516218503316244
112,39.014547771877716,39.00175031026205,0.04265996482637194,101.34911092122395,101.33441925048828,0.048972090085347496,0.9510279099146525
113,38.287454181247284,38.27414427863227,0.04436943266126844,102.94617716471355,102.93171946207683,0.04819162686665853,0.9518083731333414
114,41.77159288194444,41.758274714152016,0.04439585076438056,100.79595947265625,100.7785135904948,0.05814675490061442,0.9418532450993856
115,34.456155141194664,34.44355074564616,0.042015009456210665,101.45096333821614,101.43382008870442,0.057149012883504234,0.9428509871164957
116,39.43358929951986,39.421883053249786,0.03902073038948907,103.62303415934245,103.60545349121094,0.05860322713851929,0.9413967728614807
117,31.116898430718315,31.103876961602104,0.04340605603324042,105.04858907063802,105.03363800048828,0.04983729124069214,0.9501627087593079
118,40.77875052558051,40.765113830566406,0.04545594586266412,101.7952372233073,101.77899169921875,0.05414332946141561,0.9458566705385844
119,35.34048695034451,35.329454845852325,0.03677288691202799,102.06330871582031,102.04784393310547,0.051550825436909996,0.94844917456309
120,35.851000467936196,35.838966581556534,0.04011224375830756,102.95251719156902,102.93840789794922,0.04703513781229655,0.9529648621877035
121,34.73098691304525,34.71819135877821,0.042651997672186956,102.91742706298828,102.90335591634114,0.04690029223759969,0.9530997077624003
122,39.27598084343804,39.26418770684136,0.0393113030327691,101.43572235107422,101.42018636067708,0.05177992582321167,0.9482200741767883
123,46.429574966430664,46.41494560241699,0.04876310295528836,98.47797393798828,98.46280924479167,0.050550878047943115,0.9494491219520569
124,43.120255364312065,43.10920863681369,0.0368204050593906,100.1261469523112,100.11124165852864,0.049687087535858154,0.9503129124641418
125,36.84537696838379,36.83327611287435,0.04033676120969984,99.83428446451823,99.81917317708333,0.05037065347035726,0.9496293465296427
126,39.52230559455024,39.510147942437065,0.04052525758743286,98.72388712565105,98.70907084147136,0.049390931924184166,0.9506090680758158
127,35.04133203294542,35.02898195054796,0.04116564326816135,99.72364807128906,99.70740000406902,0.054156223932902016,0.945843776067098
128,46.29869842529297,46.28722911410861,0.03823129336039225,100.55601755777995,100.54079182942708,0.05074554681777954,0.9492544531822205
129,33.770359463161896,33.757204903496635,0.043847858905792236,101.61212921142578,101.5962142944336,0.05305000146230062,0.9469499985376993
130,35.08274777730306,35.071091969807945,0.03885201613108317,100.6946792602539,100.67965952555339,0.05006722609202067,0.9499327739079794
131,38.79986678229438,38.787583880954315,0.04094656970765856,101.03766123453777,101.02277374267578,0.04962859551111857,0.9503714044888815
132,36.65633561876085,36.643185721503365,0.043832600116729736,98.94954681396484,98.9334716796875,0.05358437697092692,0.9464156230290731
133,41.75594584147135,41.74456363254123,0.03794227043787638,101.11115010579427,101.09584299723308,0.05102165540059408,0.9489783445994059
134,32.84644444783529,32.833725187513565,0.04239681694242689,101.36060841878255,101.34543863932292,0.05057164033253988,0.9494283596674601
135,30.186629189385307,30.173330307006836,0.04432973596784803,101.34996541341145,101.3347880045573,0.050594488779703774,0.9494055112202963
136,32.41021219889323,32.39741876390245,0.04264447424146864,100.40328216552734,100.38862609863281,0.04885303974151611,0.9511469602584839
137,36.66316668192545,36.65059110853407,0.04191988044314914,101.43890635172527,101.42410786946614,0.04933240016301473,0.9506675998369852
138,35.823632346259224,35.81060261196561,0.04343555370966593,99.76136525472005,99.74612426757812,0.05080286661783854,0.9491971333821615
139,44.7651801639133,44.75292778015137,0.04084308279885186,101.62046813964844,101.60443878173828,0.053433080514272056,0.9465669194857279
140,39.641624450683594,39.62950176662869,0.04040864441129896,102.42881266276042,102.41335805257161,0.051516334215799965,0.9484836657842001
141,41.34505377875434,41.332605573866104,0.04149469402101305,99.64615885416667,99.63131968180339,0.049468656380971275,0.9505313436190287
142,33.499363581339516,33.4866828918457,0.04226766029993693,99.62801869710286,99.61133829752605,0.05560302734375,0.94439697265625
143,33.025750901963974,33.01240995195177,0.044469628069135875,102.32694498697917,102.31244150797527,0.04835416873296102,0.9516458312670389
144,30.51715342203776,30.50547303093804,0.03893373409907023,101.80667877197266,101.79177856445312,0.049675206343332924,0.9503247936566671
145,39.65856043497721,39.647699144151474,0.03620571560329861,99.14030456542969,99.12511952718098,0.050609091917673744,0.9493909080823263
146,30.344961590237087,30.332879808213974,0.04027314318550958,100.56052144368489,100.54579162597656,0.04910512765248617,0.9508948723475138
