Target,MAE,RMSE,R2
Dry_Clover_g,5.035940170288086,8.354279350097928,0.6083636283874512
Dry_Dead_g,6.8451714515686035,9.75654773441137,0.34190434217453003
Dry_Green_g,6.513537883758545,9.179442732773996,0.8208504319190979
Dry_Total_g,9.795675277709961,12.51417836033112,0.7310301065444946
GDM_g,7.677656173706055,10.803636390824005,0.7572962045669556
